date,p_memorized,fail_reason,segment,variant
2021-12-01,0.34736738,,replayed_v1,nonpit_diagnostic
2022-01-03,0.67230014,,replayed_v1,nonpit_diagnostic
2022-02-01,0.63117652,,replayed_v1,nonpit_diagnostic
2022-03-01,0.96279461,,replayed_v1,nonpit_diagnostic
2022-04-01,0.93865663,,replayed_v1,nonpit_diagnostic
2022-05-02,0.82580961,,replayed_v1,nonpit_diagnostic
2022-06-01,0.96356488,,replayed_v1,nonpit_diagnostic
2022-07-01,0.68703436,,replayed_v1,nonpit_diagnostic
2022-08-01,0.83006090,,replayed_v1,nonpit_diagnostic
2022-09-01,0.74173978,,replayed_v1,nonpit_diagnostic
2022-10-03,0.80281533,,replayed_v1,nonpit_diagnostic
2022-11-01,0.57715850,,replayed_v1,nonpit_diagnostic
2022-12-01,0.62293527,,replayed_v1,nonpit_diagnostic
2023-01-03,0.43919081,,replayed_v1,nonpit_diagnostic
2023-02-01,0.86388839,,replayed_v1,nonpit_diagnostic
2023-03-01,0.76756049,,replayed_v1,nonpit_diagnostic
2023-04-03,0.60557081,,replayed_v1,nonpit_diagnostic
2023-05-01,0.70245218,,replayed_v1,nonpit_diagnostic
2023-06-01,0.59175009,,replayed_v1,nonpit_diagnostic
2023-07-03,0.58645943,,replayed_v1,nonpit_diagnostic
2023-08-01,0.69578544,,replayed_v1,nonpit_diagnostic
2023-09-01,0.57140736,,replayed_v1,nonpit_diagnostic
2023-10-02,0.72429564,,replayed_v1,nonpit_diagnostic
2023-11-01,0.72053689,,replayed_v1,nonpit_diagnostic
2023-12-01,0.87482770,,replayed_v1,nonpit_diagnostic
2024-01-02,0.68035745,,replayed_v1,nonpit_diagnostic
2024-02-01,0.45309305,,replayed_v1,nonpit_diagnostic
2024-03-01,0.92720653,,replayed_v1,nonpit_diagnostic
2024-04-01,0.93634068,,replayed_v1,nonpit_diagnostic
2024-05-01,0.56581004,,replayed_v1,nonpit_diagnostic
2024-06-03,0.58284406,,replayed_v1,nonpit_diagnostic
2024-07-01,0.84841556,,replayed_v1,nonpit_diagnostic
2024-08-01,0.68372509,,replayed_v1,nonpit_diagnostic
2024-09-02,0.98330778,,replayed_v1,nonpit_diagnostic
2024-10-01,0.70353025,,replayed_v1,nonpit_diagnostic
2024-11-01,0.63079925,,replayed_v1,nonpit_diagnostic
2024-12-02,0.95260811,,replayed_v1,nonpit_diagnostic
2025-01-02,0.85252910,,live_ext2026,nonpit_diagnostic
2025-02-03,0.56643783,,live_ext2026,nonpit_diagnostic
2025-03-03,0.65883330,,live_ext2026,nonpit_diagnostic
2025-04-01,0.79983576,,live_ext2026,nonpit_diagnostic
2025-05-01,0.90465568,,live_ext2026,nonpit_diagnostic
2025-06-02,0.86849878,,live_ext2026,nonpit_diagnostic
2025-07-01,0.93423515,,live_ext2026,nonpit_diagnostic
2025-08-01,0.58286023,,live_ext2026,nonpit_diagnostic
2025-09-01,0.61337597,,live_ext2026,nonpit_diagnostic
2025-10-01,0.60317520,,live_ext2026,nonpit_diagnostic
2025-11-03,0.92961675,,live_ext2026,nonpit_diagnostic
2025-12-01,0.63170961,,live_ext2026,nonpit_diagnostic
2026-01-02,0.72865112,,live_ext2026,nonpit_diagnostic
2026-02-02,0.70050879,,live_ext2026,nonpit_diagnostic
2026-03-02,0.69727182,,live_ext2026,nonpit_diagnostic
2026-04-01,0.60269324,,live_ext2026,nonpit_diagnostic
2026-05-01,0.95702316,,live_ext2026,nonpit_diagnostic
2026-06-01,0.85430595,,live_ext2026,nonpit_diagnostic
