Date,SWDA.L,XLK,IAU,BIL
2014-07-15,,,,
2014-07-16,,,,
2014-07-17,,,,
2014-07-18,,,,
2014-07-21,,,,
2014-07-22,,,,
2014-07-23,,,,
2014-07-24,,,,
2014-07-25,,,,
2014-07-28,,,,
2014-07-29,,,,
2014-07-30,,,,
2014-07-31,,,,
2014-08-01,0.18642713,0.43185607,0.20671680,0.17500000
2014-08-04,,,,
2014-08-05,,,,
2014-08-06,,,,
2014-08-07,,,,
2014-08-08,,,,
2014-08-11,,,,
2014-08-12,,,,
2014-08-13,,,,
2014-08-14,,,,
2014-08-15,,,,
2014-08-18,,,,
2014-08-19,,,,
2014-08-20,,,,
2014-08-21,,,,
2014-08-22,,,,
2014-08-25,,,,
2014-08-26,,,,
2014-08-27,,,,
2014-08-28,,,,
2014-08-29,,,,
2014-09-01,0.26245768,0.18693913,0.30060319,0.25000000
2014-09-02,,,,
2014-09-03,,,,
2014-09-04,,,,
2014-09-05,,,,
2014-09-08,,,,
2014-09-09,,,,
2014-09-10,,,,
2014-09-11,,,,
2014-09-12,,,,
2014-09-15,,,,
2014-09-16,,,,
2014-09-17,,,,
2014-09-18,,,,
2014-09-19,,,,
2014-09-22,,,,
2014-09-23,,,,
2014-09-24,,,,
2014-09-25,,,,
2014-09-26,,,,
2014-09-29,,,,
2014-09-30,,,,
2014-10-01,0.32175642,0.28769099,0.21555259,0.17500000
2014-10-02,,,,
2014-10-03,,,,
2014-10-06,,,,
2014-10-07,,,,
2014-10-08,,,,
2014-10-09,,,,
2014-10-10,,,,
2014-10-13,,,,
2014-10-14,,,,
2014-10-15,,,,
2014-10-16,,,,
2014-10-17,,,,
2014-10-20,,,,
2014-10-21,,,,
2014-10-22,,,,
2014-10-23,,,,
2014-10-24,,,,
2014-10-27,,,,
2014-10-28,,,,
2014-10-29,,,,
2014-10-30,,,,
2014-10-31,,,,
2014-11-03,0.27508446,0.32846255,0.22145298,0.17500000
2014-11-04,,,,
2014-11-05,,,,
2014-11-06,,,,
2014-11-07,,,,
2014-11-10,,,,
2014-11-11,,,,
2014-11-12,,,,
2014-11-13,,,,
2014-11-14,,,,
2014-11-17,,,,
2014-11-18,,,,
2014-11-19,,,,
2014-11-20,,,,
2014-11-21,,,,
2014-11-24,,,,
2014-11-25,,,,
2014-11-26,,,,
2014-11-27,,,,
2014-11-28,,,,
2014-12-01,0.37597197,0.23490656,0.21412146,0.17500001
2014-12-02,,,,
2014-12-03,,,,
2014-12-04,,,,
2014-12-05,,,,
2014-12-08,,,,
2014-12-09,,,,
2014-12-10,,,,
2014-12-11,,,,
2014-12-12,,,,
2014-12-15,,,,
2014-12-16,,,,
2014-12-17,,,,
2014-12-18,,,,
2014-12-19,,,,
2014-12-22,,,,
2014-12-23,,,,
2014-12-24,,,,
2014-12-26,,,,
2014-12-29,,,,
2014-12-30,,,,
2014-12-31,,,,
2015-01-02,0.17469198,0.43726859,0.21303943,0.17500000
2015-01-05,,,,
2015-01-06,,,,
2015-01-07,,,,
2015-01-08,,,,
2015-01-09,,,,
2015-01-12,,,,
2015-01-13,,,,
2015-01-14,,,,
2015-01-15,,,,
2015-01-16,,,,
2015-01-19,,,,
2015-01-20,,,,
2015-01-21,,,,
2015-01-22,,,,
2015-01-23,,,,
2015-01-26,,,,
2015-01-27,,,,
2015-01-28,,,,
2015-01-29,,,,
2015-01-30,,,,
2015-02-02,0.16972699,0.43584359,0.21942942,0.17500000
2015-02-03,,,,
2015-02-04,,,,
2015-02-05,,,,
2015-02-06,,,,
2015-02-09,,,,
2015-02-10,,,,
2015-02-11,,,,
2015-02-12,,,,
2015-02-13,,,,
2015-02-16,,,,
2015-02-17,,,,
2015-02-18,,,,
2015-02-19,,,,
2015-02-20,,,,
2015-02-23,,,,
2015-02-24,,,,
2015-02-25,,,,
2015-02-26,,,,
2015-02-27,,,,
2015-03-02,0.17173072,0.39311709,0.26015217,0.17500002
2015-03-03,,,,
2015-03-04,,,,
2015-03-05,,,,
2015-03-06,,,,
2015-03-09,,,,
2015-03-10,,,,
2015-03-11,,,,
2015-03-12,,,,
2015-03-13,,,,
2015-03-16,,,,
2015-03-17,,,,
2015-03-18,,,,
2015-03-19,,,,
2015-03-20,,,,
2015-03-23,,,,
2015-03-24,,,,
2015-03-25,,,,
2015-03-26,,,,
2015-03-27,,,,
2015-03-30,,,,
2015-03-31,,,,
2015-04-01,0.22217707,0.38551378,0.21730915,0.17500000
2015-04-02,,,,
2015-04-06,,,,
2015-04-07,,,,
2015-04-08,,,,
2015-04-09,,,,
2015-04-10,,,,
2015-04-13,,,,
2015-04-14,,,,
2015-04-15,,,,
2015-04-16,,,,
2015-04-17,,,,
2015-04-20,,,,
2015-04-21,,,,
2015-04-22,,,,
2015-04-23,,,,
2015-04-24,,,,
2015-04-27,,,,
2015-04-28,,,,
2015-04-29,,,,
2015-04-30,,,,
2015-05-01,0.18614005,0.14616258,0.35403123,0.31366614
2015-05-04,,,,
2015-05-05,,,,
2015-05-06,,,,
2015-05-07,,,,
2015-05-08,,,,
2015-05-11,,,,
2015-05-12,,,,
2015-05-13,,,,
2015-05-14,,,,
2015-05-15,,,,
2015-05-18,,,,
2015-05-19,,,,
2015-05-20,,,,
2015-05-21,,,,
2015-05-22,,,,
2015-05-26,,,,
2015-05-27,,,,
2015-05-28,,,,
2015-05-29,,,,
2015-06-01,0.30966567,0.29662048,0.21871383,0.17500001
2015-06-02,,,,
2015-06-03,,,,
2015-06-04,,,,
2015-06-05,,,,
2015-06-08,,,,
2015-06-09,,,,
2015-06-10,,,,
2015-06-11,,,,
2015-06-12,,,,
2015-06-15,,,,
2015-06-16,,,,
2015-06-17,,,,
2015-06-18,,,,
2015-06-19,,,,
2015-06-22,,,,
2015-06-23,,,,
2015-06-24,,,,
2015-06-25,,,,
2015-06-26,,,,
2015-06-29,,,,
2015-06-30,,,,
2015-07-01,0.30830688,0.29308430,0.22360875,0.17500007
2015-07-02,,,,
2015-07-03,,,,
2015-07-06,,,,
2015-07-07,,,,
2015-07-08,,,,
2015-07-09,,,,
2015-07-10,,,,
2015-07-13,,,,
2015-07-14,,,,
2015-07-15,,,,
2015-07-16,,,,
2015-07-17,,,,
2015-07-20,,,,
2015-07-21,,,,
2015-07-22,,,,
2015-07-23,,,,
2015-07-24,,,,
2015-07-27,,,,
2015-07-28,,,,
2015-07-29,,,,
2015-07-30,,,,
2015-07-31,,,,
2015-08-03,0.31807955,0.28623330,0.22068714,0.17500001
2015-08-04,,,,
2015-08-05,,,,
2015-08-06,,,,
2015-08-07,,,,
2015-08-10,,,,
2015-08-11,,,,
2015-08-12,,,,
2015-08-13,,,,
2015-08-14,,,,
2015-08-17,,,,
2015-08-18,,,,
2015-08-19,,,,
2015-08-20,,,,
2015-08-21,,,,
2015-08-24,,,,
2015-08-25,,,,
2015-08-26,,,,
2015-08-27,,,,
2015-08-28,,,,
2015-08-31,,,,
2015-09-01,0.45610544,0.12480719,0.24408737,0.17500000
2015-09-02,,,,
2015-09-03,,,,
2015-09-04,,,,
2015-09-07,,,,
2015-09-08,,,,
2015-09-09,,,,
2015-09-10,,,,
2015-09-11,,,,
2015-09-14,,,,
2015-09-15,,,,
2015-09-16,,,,
2015-09-17,,,,
2015-09-18,,,,
2015-09-21,,,,
2015-09-22,,,,
2015-09-23,,,,
2015-09-24,,,,
2015-09-25,,,,
2015-09-28,,,,
2015-09-29,,,,
2015-09-30,,,,
2015-10-01,0.14632273,0.12601572,0.55266154,0.17500000
2015-10-02,,,,
2015-10-05,,,,
2015-10-06,,,,
2015-10-07,,,,
2015-10-08,,,,
2015-10-09,,,,
2015-10-12,,,,
2015-10-13,,,,
2015-10-14,,,,
2015-10-15,,,,
2015-10-16,,,,
2015-10-19,,,,
2015-10-20,,,,
2015-10-21,,,,
2015-10-22,,,,
2015-10-23,,,,
2015-10-26,,,,
2015-10-27,,,,
2015-10-28,,,,
2015-10-29,,,,
2015-10-30,,,,
2015-11-02,0.14490886,0.12709711,0.47869558,0.24929846
2015-11-03,,,,
2015-11-04,,,,
2015-11-05,,,,
2015-11-06,,,,
2015-11-09,,,,
2015-11-10,,,,
2015-11-11,,,,
2015-11-12,,,,
2015-11-13,,,,
2015-11-16,,,,
2015-11-17,,,,
2015-11-18,,,,
2015-11-19,,,,
2015-11-20,,,,
2015-11-23,,,,
2015-11-24,,,,
2015-11-25,,,,
2015-11-26,,,,
2015-11-27,,,,
2015-11-30,,,,
2015-12-01,0.14534084,0.12631281,0.55334352,0.17500283
2015-12-02,,,,
2015-12-03,,,,
2015-12-04,,,,
2015-12-07,,,,
2015-12-08,,,,
2015-12-09,,,,
2015-12-10,,,,
2015-12-11,,,,
2015-12-14,,,,
2015-12-15,,,,
2015-12-16,,,,
2015-12-17,,,,
2015-12-18,,,,
2015-12-21,,,,
2015-12-22,,,,
2015-12-23,,,,
2015-12-24,,,,
2015-12-28,,,,
2015-12-29,,,,
2015-12-30,,,,
2015-12-31,,,,
2016-01-04,0.14509515,0.12612449,0.35241270,0.37636767
2016-01-05,,,,
2016-01-06,,,,
2016-01-07,,,,
2016-01-08,,,,
2016-01-11,,,,
2016-01-12,,,,
2016-01-13,,,,
2016-01-14,,,,
2016-01-15,,,,
2016-01-18,,,,
2016-01-19,,,,
2016-01-20,,,,
2016-01-21,,,,
2016-01-22,,,,
2016-01-25,,,,
2016-01-26,,,,
2016-01-27,,,,
2016-01-28,,,,
2016-01-29,,,,
2016-02-01,0.14264358,0.12248627,0.55986940,0.17500076
2016-02-02,,,,
2016-02-03,,,,
2016-02-04,,,,
2016-02-05,,,,
2016-02-08,,,,
2016-02-09,,,,
2016-02-10,,,,
2016-02-11,,,,
2016-02-12,,,,
2016-02-15,,,,
2016-02-16,,,,
2016-02-17,,,,
2016-02-18,,,,
2016-02-19,,,,
2016-02-22,,,,
2016-02-23,,,,
2016-02-24,,,,
2016-02-25,,,,
2016-02-26,,,,
2016-02-29,,,,
2016-03-01,0.14097271,0.12336038,0.51293645,0.22273045
2016-03-02,,,,
2016-03-03,,,,
2016-03-04,,,,
2016-03-07,,,,
2016-03-08,,,,
2016-03-09,,,,
2016-03-10,,,,
2016-03-11,,,,
2016-03-14,,,,
2016-03-15,,,,
2016-03-16,,,,
2016-03-17,,,,
2016-03-18,,,,
2016-03-21,,,,
2016-03-22,,,,
2016-03-23,,,,
2016-03-24,,,,
2016-03-28,,,,
2016-03-29,,,,
2016-03-30,,,,
2016-03-31,,,,
2016-04-01,0.14240298,0.12482064,0.55777638,0.17500000
2016-04-04,,,,
2016-04-05,,,,
2016-04-06,,,,
2016-04-07,,,,
2016-04-08,,,,
2016-04-11,,,,
2016-04-12,,,,
2016-04-13,,,,
2016-04-14,,,,
2016-04-15,,,,
2016-04-18,,,,
2016-04-19,,,,
2016-04-20,,,,
2016-04-21,,,,
2016-04-22,,,,
2016-04-25,,,,
2016-04-26,,,,
2016-04-27,,,,
2016-04-28,,,,
2016-04-29,,,,
2016-05-02,0.14182483,0.12515953,0.55801564,0.17500000
2016-05-03,,,,
2016-05-04,,,,
2016-05-05,,,,
2016-05-06,,,,
2016-05-09,,,,
2016-05-10,,,,
2016-05-11,,,,
2016-05-12,,,,
2016-05-13,,,,
2016-05-16,,,,
2016-05-17,,,,
2016-05-18,,,,
2016-05-19,,,,
2016-05-20,,,,
2016-05-23,,,,
2016-05-24,,,,
2016-05-25,,,,
2016-05-26,,,,
2016-05-27,,,,
2016-05-31,,,,
2016-06-01,0.14360689,0.12668946,0.55470366,0.17500000
2016-06-02,,,,
2016-06-03,,,,
2016-06-06,,,,
2016-06-07,,,,
2016-06-08,,,,
2016-06-09,,,,
2016-06-10,,,,
2016-06-13,,,,
2016-06-14,,,,
2016-06-15,,,,
2016-06-16,,,,
2016-06-17,,,,
2016-06-20,,,,
2016-06-21,,,,
2016-06-22,,,,
2016-06-23,,,,
2016-06-24,,,,
2016-06-27,,,,
2016-06-28,,,,
2016-06-29,,,,
2016-06-30,,,,
2016-07-01,0.15933396,0.28701842,0.27275763,0.28088999
2016-07-04,,,,
2016-07-05,,,,
2016-07-06,,,,
2016-07-07,,,,
2016-07-08,,,,
2016-07-11,,,,
2016-07-12,,,,
2016-07-13,,,,
2016-07-14,,,,
2016-07-15,,,,
2016-07-18,,,,
2016-07-19,,,,
2016-07-20,,,,
2016-07-21,,,,
2016-07-22,,,,
2016-07-25,,,,
2016-07-26,,,,
2016-07-27,,,,
2016-07-28,,,,
2016-07-29,,,,
2016-08-01,0.36534156,0.20643712,0.25322128,0.17500004
2016-08-02,,,,
2016-08-03,,,,
2016-08-04,,,,
2016-08-05,,,,
2016-08-08,,,,
2016-08-09,,,,
2016-08-10,,,,
2016-08-11,,,,
2016-08-12,,,,
2016-08-15,,,,
2016-08-16,,,,
2016-08-17,,,,
2016-08-18,,,,
2016-08-19,,,,
2016-08-22,,,,
2016-08-23,,,,
2016-08-24,,,,
2016-08-25,,,,
2016-08-26,,,,
2016-08-29,,,,
2016-08-30,,,,
2016-08-31,,,,
2016-09-01,0.14673705,0.12555579,0.55270716,0.17500000
2016-09-02,,,,
2016-09-05,,,,
2016-09-06,,,,
2016-09-07,,,,
2016-09-08,,,,
2016-09-09,,,,
2016-09-12,,,,
2016-09-13,,,,
2016-09-14,,,,
2016-09-15,,,,
2016-09-16,,,,
2016-09-19,,,,
2016-09-20,,,,
2016-09-21,,,,
2016-09-22,,,,
2016-09-23,,,,
2016-09-26,,,,
2016-09-27,,,,
2016-09-28,,,,
2016-09-29,,,,
2016-09-30,,,,
2016-10-03,0.14716089,0.12451863,0.55332048,0.17500000
2016-10-04,,,,
2016-10-05,,,,
2016-10-06,,,,
2016-10-07,,,,
2016-10-10,,,,
2016-10-11,,,,
2016-10-12,,,,
2016-10-13,,,,
2016-10-14,,,,
2016-10-17,,,,
2016-10-18,,,,
2016-10-19,,,,
2016-10-20,,,,
2016-10-21,,,,
2016-10-24,,,,
2016-10-25,,,,
2016-10-26,,,,
2016-10-27,,,,
2016-10-28,,,,
2016-10-31,,,,
2016-11-01,0.14904611,0.12619206,0.54976107,0.17500075
2016-11-02,,,,
2016-11-03,,,,
2016-11-04,,,,
2016-11-07,,,,
2016-11-08,,,,
2016-11-09,,,,
2016-11-10,,,,
2016-11-11,,,,
2016-11-14,,,,
2016-11-15,,,,
2016-11-16,,,,
2016-11-17,,,,
2016-11-18,,,,
2016-11-21,,,,
2016-11-22,,,,
2016-11-23,,,,
2016-11-24,,,,
2016-11-25,,,,
2016-11-28,,,,
2016-11-29,,,,
2016-11-30,,,,
2016-12-01,0.15064522,0.12768013,0.51935091,0.20232374
2016-12-02,,,,
2016-12-05,,,,
2016-12-06,,,,
2016-12-07,,,,
2016-12-08,,,,
2016-12-09,,,,
2016-12-12,,,,
2016-12-13,,,,
2016-12-14,,,,
2016-12-15,,,,
2016-12-16,,,,
2016-12-19,,,,
2016-12-20,,,,
2016-12-21,,,,
2016-12-22,,,,
2016-12-23,,,,
2016-12-27,,,,
2016-12-28,,,,
2016-12-29,,,,
2016-12-30,,,,
2017-01-03,0.15084526,0.12707852,0.47382500,0.24825122
2017-01-04,,,,
2017-01-05,,,,
2017-01-06,,,,
2017-01-09,,,,
2017-01-10,,,,
2017-01-11,,,,
2017-01-12,,,,
2017-01-13,,,,
2017-01-16,,,,
2017-01-17,,,,
2017-01-18,,,,
2017-01-19,,,,
2017-01-20,,,,
2017-01-23,,,,
2017-01-24,,,,
2017-01-25,,,,
2017-01-26,,,,
2017-01-27,,,,
2017-01-30,,,,
2017-01-31,,,,
2017-02-01,0.14934391,0.12746485,0.54819112,0.17500012
2017-02-02,,,,
2017-02-03,,,,
2017-02-06,,,,
2017-02-07,,,,
2017-02-08,,,,
2017-02-09,,,,
2017-02-10,,,,
2017-02-13,,,,
2017-02-14,,,,
2017-02-15,,,,
2017-02-16,,,,
2017-02-17,,,,
2017-02-20,,,,
2017-02-21,,,,
2017-02-22,,,,
2017-02-23,,,,
2017-02-24,,,,
2017-02-27,,,,
2017-02-28,,,,
2017-03-01,0.14895182,0.12687277,0.54917539,0.17500002
2017-03-02,,,,
2017-03-03,,,,
2017-03-06,,,,
2017-03-07,,,,
2017-03-08,,,,
2017-03-09,,,,
2017-03-10,,,,
2017-03-13,,,,
2017-03-14,,,,
2017-03-15,,,,
2017-03-16,,,,
2017-03-17,,,,
2017-03-20,,,,
2017-03-21,,,,
2017-03-22,,,,
2017-03-23,,,,
2017-03-24,,,,
2017-03-27,,,,
2017-03-28,,,,
2017-03-29,,,,
2017-03-30,,,,
2017-03-31,,,,
2017-04-03,0.14676082,0.12723536,0.55099679,0.17500703
2017-04-04,,,,
2017-04-05,,,,
2017-04-06,,,,
2017-04-07,,,,
2017-04-10,,,,
2017-04-11,,,,
2017-04-12,,,,
2017-04-13,,,,
2017-04-17,,,,
2017-04-18,,,,
2017-04-19,,,,
2017-04-20,,,,
2017-04-21,,,,
2017-04-24,,,,
2017-04-25,,,,
2017-04-26,,,,
2017-04-27,,,,
2017-04-28,,,,
2017-05-01,0.14675981,0.12723298,0.55100721,0.17500000
2017-05-02,,,,
2017-05-03,,,,
2017-05-04,,,,
2017-05-05,,,,
2017-05-08,,,,
2017-05-09,,,,
2017-05-10,,,,
2017-05-11,,,,
2017-05-12,,,,
2017-05-15,,,,
2017-05-16,,,,
2017-05-17,,,,
2017-05-18,,,,
2017-05-19,,,,
2017-05-22,,,,
2017-05-23,,,,
2017-05-24,,,,
2017-05-25,,,,
2017-05-26,,,,
2017-05-30,,,,
2017-05-31,,,,
2017-06-01,0.14659888,0.12517535,0.55322568,0.17500009
2017-06-02,,,,
2017-06-05,,,,
2017-06-06,,,,
2017-06-07,,,,
2017-06-08,,,,
2017-06-09,,,,
2017-06-12,,,,
2017-06-13,,,,
2017-06-14,,,,
2017-06-15,,,,
2017-06-16,,,,
2017-06-19,,,,
2017-06-20,,,,
2017-06-21,,,,
2017-06-22,,,,
2017-06-23,,,,
2017-06-26,,,,
2017-06-27,,,,
2017-06-28,,,,
2017-06-29,,,,
2017-06-30,,,,
2017-07-03,0.20721429,0.15798288,0.45979917,0.17500366
2017-07-04,,,,
2017-07-05,,,,
2017-07-06,,,,
2017-07-07,,,,
2017-07-10,,,,
2017-07-11,,,,
2017-07-12,,,,
2017-07-13,,,,
2017-07-14,,,,
2017-07-17,,,,
2017-07-18,,,,
2017-07-19,,,,
2017-07-20,,,,
2017-07-21,,,,
2017-07-24,,,,
2017-07-25,,,,
2017-07-26,,,,
2017-07-27,,,,
2017-07-28,,,,
2017-07-31,,,,
2017-08-01,0.14680943,0.12394069,0.55424740,0.17500247
2017-08-02,,,,
2017-08-03,,,,
2017-08-04,,,,
2017-08-07,,,,
2017-08-08,,,,
2017-08-09,,,,
2017-08-10,,,,
2017-08-11,,,,
2017-08-14,,,,
2017-08-15,,,,
2017-08-16,,,,
2017-08-17,,,,
2017-08-18,,,,
2017-08-21,,,,
2017-08-22,,,,
2017-08-23,,,,
2017-08-24,,,,
2017-08-25,,,,
2017-08-28,,,,
2017-08-29,,,,
2017-08-30,,,,
2017-08-31,,,,
2017-09-01,0.14748037,0.12330901,0.55421062,0.17500000
2017-09-04,,,,
2017-09-05,,,,
2017-09-06,,,,
2017-09-07,,,,
2017-09-08,,,,
2017-09-11,,,,
2017-09-12,,,,
2017-09-13,,,,
2017-09-14,,,,
2017-09-15,,,,
2017-09-18,,,,
2017-09-19,,,,
2017-09-20,,,,
2017-09-21,,,,
2017-09-22,,,,
2017-09-25,,,,
2017-09-26,,,,
2017-09-27,,,,
2017-09-28,,,,
2017-09-29,,,,
2017-10-02,0.14731818,0.12429912,0.55338269,0.17500002
2017-10-03,,,,
2017-10-04,,,,
2017-10-05,,,,
2017-10-06,,,,
2017-10-09,,,,
2017-10-10,,,,
2017-10-11,,,,
2017-10-12,,,,
2017-10-13,,,,
2017-10-16,,,,
2017-10-17,,,,
2017-10-18,,,,
2017-10-19,,,,
2017-10-20,,,,
2017-10-23,,,,
2017-10-24,,,,
2017-10-25,,,,
2017-10-26,,,,
2017-10-27,,,,
2017-10-30,,,,
2017-10-31,,,,
2017-11-01,0.18690986,0.12267862,0.51541107,0.17500045
2017-11-02,,,,
2017-11-03,,,,
2017-11-06,,,,
2017-11-07,,,,
2017-11-08,,,,
2017-11-09,,,,
2017-11-10,,,,
2017-11-13,,,,
2017-11-14,,,,
2017-11-15,,,,
2017-11-16,,,,
2017-11-17,,,,
2017-11-20,,,,
2017-11-21,,,,
2017-11-22,,,,
2017-11-23,,,,
2017-11-24,,,,
2017-11-27,,,,
2017-11-28,,,,
2017-11-29,,,,
2017-11-30,,,,
2017-12-01,0.20653696,0.17079121,0.37267183,0.25000000
2017-12-04,,,,
2017-12-05,,,,
2017-12-06,,,,
2017-12-07,,,,
2017-12-08,,,,
2017-12-11,,,,
2017-12-12,,,,
2017-12-13,,,,
2017-12-14,,,,
2017-12-15,,,,
2017-12-18,,,,
2017-12-19,,,,
2017-12-20,,,,
2017-12-21,,,,
2017-12-22,,,,
2017-12-26,,,,
2017-12-27,,,,
2017-12-28,,,,
2017-12-29,,,,
2018-01-02,0.14596119,0.11870960,0.56032921,0.17500000
2018-01-03,,,,
2018-01-04,,,,
2018-01-05,,,,
2018-01-08,,,,
2018-01-09,,,,
2018-01-10,,,,
2018-01-11,,,,
2018-01-12,,,,
2018-01-15,,,,
2018-01-16,,,,
2018-01-17,,,,
2018-01-18,,,,
2018-01-19,,,,
2018-01-22,,,,
2018-01-23,,,,
2018-01-24,,,,
2018-01-25,,,,
2018-01-26,,,,
2018-01-29,,,,
2018-01-30,,,,
2018-01-31,,,,
2018-02-01,0.20455132,0.16949962,0.37594905,0.25000000
2018-02-02,,,,
2018-02-05,,,,
2018-02-06,,,,
2018-02-07,,,,
2018-02-08,,,,
2018-02-09,,,,
2018-02-12,,,,
2018-02-13,,,,
2018-02-14,,,,
2018-02-15,,,,
2018-02-16,,,,
2018-02-19,,,,
2018-02-20,,,,
2018-02-21,,,,
2018-02-22,,,,
2018-02-23,,,,
2018-02-26,,,,
2018-02-27,,,,
2018-02-28,,,,
2018-03-01,0.13963312,0.11316333,0.57220352,0.17500002
2018-03-02,,,,
2018-03-05,,,,
2018-03-06,,,,
2018-03-07,,,,
2018-03-08,,,,
2018-03-09,,,,
2018-03-12,,,,
2018-03-13,,,,
2018-03-14,,,,
2018-03-15,,,,
2018-03-16,,,,
2018-03-19,,,,
2018-03-20,,,,
2018-03-21,,,,
2018-03-22,,,,
2018-03-23,,,,
2018-03-26,,,,
2018-03-27,,,,
2018-03-28,,,,
2018-03-29,,,,
2018-04-02,0.13860770,0.11111779,0.57527449,0.17500002
2018-04-03,,,,
2018-04-04,,,,
2018-04-05,,,,
2018-04-06,,,,
2018-04-09,,,,
2018-04-10,,,,
2018-04-11,,,,
2018-04-12,,,,
2018-04-13,,,,
2018-04-16,,,,
2018-04-17,,,,
2018-04-18,,,,
2018-04-19,,,,
2018-04-20,,,,
2018-04-23,,,,
2018-04-24,,,,
2018-04-25,,,,
2018-04-26,,,,
2018-04-27,,,,
2018-04-30,,,,
2018-05-01,0.13773333,0.10965887,0.57760760,0.17500020
2018-05-02,,,,
2018-05-03,,,,
2018-05-04,,,,
2018-05-07,,,,
2018-05-08,,,,
2018-05-09,,,,
2018-05-10,,,,
2018-05-11,,,,
2018-05-14,,,,
2018-05-15,,,,
2018-05-16,,,,
2018-05-17,,,,
2018-05-18,,,,
2018-05-21,,,,
2018-05-22,,,,
2018-05-23,,,,
2018-05-24,,,,
2018-05-25,,,,
2018-05-29,,,,
2018-05-30,,,,
2018-05-31,,,,
2018-06-01,0.13797272,0.10984102,0.57718626,0.17500000
2018-06-04,,,,
2018-06-05,,,,
2018-06-06,,,,
2018-06-07,,,,
2018-06-08,,,,
2018-06-11,,,,
2018-06-12,,,,
2018-06-13,,,,
2018-06-14,,,,
2018-06-15,,,,
2018-06-18,,,,
2018-06-19,,,,
2018-06-20,,,,
2018-06-21,,,,
2018-06-22,,,,
2018-06-25,,,,
2018-06-26,,,,
2018-06-27,,,,
2018-06-28,,,,
2018-06-29,,,,
2018-07-02,0.13705557,0.10880243,0.57914199,0.17500000
2018-07-03,,,,
2018-07-04,,,,
2018-07-05,,,,
2018-07-06,,,,
2018-07-09,,,,
2018-07-10,,,,
2018-07-11,,,,
2018-07-12,,,,
2018-07-13,,,,
2018-07-16,,,,
2018-07-17,,,,
2018-07-18,,,,
2018-07-19,,,,
2018-07-20,,,,
2018-07-23,,,,
2018-07-24,,,,
2018-07-25,,,,
2018-07-26,,,,
2018-07-27,,,,
2018-07-30,,,,
2018-07-31,,,,
